1,0.1292736
2,0.12811936
3,0.12696515
4,0.12581094
5,0.12465672
6,0.12465543
7,0.12465543
8,0.12465543
9,0.12465543
10,0.12465543
11,0.12465543
12,0.12465543
13,0.12465543
14,0.12465543
15,0.12465543
16,0.12465543
17,0.12465543
18,0.12465543
19,0.12465543
20,0.12465543
21,0.12465543
22,0.12465543
23,0.12465543
24,0.12465543
25,0.12465543
26,0.12465543
27,0.12465543
28,0.12465543
29,0.12465543
30,0.12465543
31,0.12465543
32,0.12465543
33,0.12580836
34,0.12696257
35,0.12811679
36,0.12927102
37,0.13042523
38,0.13157944
39,0.13273366
40,0.13388787
41,0.13504209
42,0.13619632
43,0.13735053
44,0.13850474
45,0.13965896
46,0.14023736
47,0.14023736
48,0.14023736
49,0.14023736
50,0.14023736
51,0.14023736
52,0.14023736
53,0.14023736
54,0.14023736
55,0.14023736
56,0.14023736
57,0.14023736
58,0.14023736
59,0.14023736
60,0.14023736
61,0.14023736
62,0.14023736
63,0.14023736
64,0.14023736
65,0.14023736
66,0.14023736
67,0.14023736
68,0.14023736
69,0.14023736
70,0.14023736
71,0.14023736
72,0.14023736
73,0.14023736
74,0.14023736
75,0.14023736
76,0.14023736
77,0.14023736
78,0.14023736
79,0.14023736
80,0.14023736
81,0.14023736
82,0.14023736
83,0.14023736
84,0.14023736
85,0.14023736
86,0.14023736
87,0.14023736
88,0.14023736
89,0.14023736
90,0.14023736
91,0.14023736
92,0.14023736
93,0.14023736
94,0.14023736
95,0.14023736
96,0.14023736
97,0.14023736
98,0.14023736
99,0.14023736
100,0.14023736
101,0.14023736
102,0.14023736
103,0.14023736
104,0.14023736
105,0.14023736
106,0.14023736
107,0.14023736
108,0.14023736
109,0.14023736
110,0.14023736
111,0.14023736
112,0.14023736
113,0.14023736
114,0.13908443
115,0.13793021
116,0.136776
117,0.13562179
118,0.13446757
119,0.13331334
120,0.13215913
121,0.13100491
122,0.1298507
123,0.12869649
124,0.12754226
125,0.12638804
126,0.12523383
127,0.12465543
128,0.12465543
129,0.12465543
130,0.12465543
131,0.12465543
132,0.12465543
133,0.12465543
134,0.12465543
135,0.12465543
136,0.12465543
137,0.12465543
138,0.12465543
139,0.12465543
140,0.12465543
141,0.12465543
142,0.12465543
143,0.12465543
144,0.12465543
145,0.12465543
146,0.12465543
147,0.12465543
148,0.12465543
149,0.12465543
150,0.12465543
151,0.12465543
152,0.12465543
153,0.12465543
154,0.12465543
155,0.12465543
156,0.12465543
157,0.12465543
158,0.12465543
159,0.12465543
160,0.12465543
161,0.12465543
162,0.12465543
163,0.12465543
164,0.12465543
165,0.12465543
166,0.12465543
167,0.12465543
168,0.12580836
169,0.12696257
170,0.12811679
171,0.12927102
172,0.13042523
173,0.13157944
174,0.13273366
175,0.13388787
176,0.13504209
177,0.13619632
178,0.13735053
179,0.13850474
180,0.13965896
181,0.13966154
182,0.13850732
183,0.1373531
184,0.1361989
185,0.13504468
186,0.13389045
187,0.13273624
188,0.13158202
189,0.13042781
190,0.1292736
191,0.12811936
192,0.12696515
193,0.12581094
194,0.12465672
195,0.12465543
196,0.12465543
197,0.12465543
198,0.12465543
199,0.12465543
200,0.12465543
201,0.12465543
202,0.12465543
203,0.12465543
204,0.12465543
205,0.12465543
206,0.12465543
207,0.12465543
208,0.12465543
209,0.12465543
210,0.12465543
211,0.12465543
212,0.12465543
213,0.12465543
214,0.12465543
215,0.12465543
216,0.12465543
217,0.12465543
218,0.12465543
219,0.12465543
220,0.12465543
221,0.12465543
222,0.12465543
223,0.12465543
224,0.12465543
225,0.12465543
226,0.12465543
227,0.12465543
228,0.12465543
229,0.12465543
230,0.12465543
231,0.12465543
232,0.12465543
233,0.12465543
234,0.12465543
235,0.12465543
236,0.12465543
237,0.12465543
238,0.12465543
239,0.12465543
240,0.12465543
241,0.12465543
242,0.12465543
243,0.12465543
244,0.12465543
245,0.12465543
246,0.12465543
247,0.12465543
248,0.12465543
249,0.12465543
250,0.12465543
251,0.12465543
252,0.12465543
253,0.12465543
254,0.12465543
255,0.12465543
256,0.12465543
257,0.12465543
258,0.12465543
259,0.12465543
260,0.12465543
261,0.12465543
262,0.12465543
263,0.12465543
264,0.12465543
265,0.12465543
266,0.12465543
267,0.12465543
268,0.12465543
269,0.12465543
270,0.12465543
271,0.12465543
272,0.12465543
273,0.12465543
274,0.12465543
275,0.12465543
276,0.12465543
277,0.12465543
278,0.12465543
279,0.12465543
280,0.12465543
281,0.12465543
282,0.12465543
283,0.12465543
284,0.12465543
285,0.12465543
286,0.12465543
287,0.12465543
288,0.12465543
289,0.12465543
290,0.12465543
291,0.12465543
292,0.12465543
293,0.12465543
294,0.12465543
295,0.12465543
296,0.12465543
297,0.12465543
298,0.12465543
299,0.12465543
300,0.12465543
301,0.12465543
302,0.12465543
303,0.12465543
304,0.12465543
305,0.12465543
306,0.12465543
307,0.12465543
308,0.12465543
309,0.12465543
310,0.12465543
311,0.12465543
312,0.12465543
313,0.12465543
314,0.12465543
315,0.12465543
316,0.12465543
317,0.12465543
318,0.12465543
319,0.12465543
320,0.12465543
321,0.12465543
322,0.12465543
323,0.12465543
324,0.12465543
325,0.12465543
326,0.12465543
327,0.12465543
328,0.12465543
329,0.12465543
330,0.1235025
331,0.12234829
332,0.12119407
333,0.12003986
334,0.11888564
335,0.11773142
336,0.11657721
337,0.11542299
338,0.11426877
339,0.11311456
340,0.11196034
341,0.11080612
